conversation_id,tweet_ids,created_at_list,tweet_texts,human_summary,elapsed_time
29ffb696b7ea986b0ad05ca97d72c08e,"[839498, 839501, 839503]","{839498: Timestamp('2017-10-13 11:22:58+0000', tz='UTC'), 839501: Timestamp('2017-10-13 07:33:12+0000', tz='UTC'), 839503: Timestamp('2017-10-13 07:03:32+0000', tz='UTC')}","@Tesco It won't let me sign in or register as it says I'm already registered but I haven't done it on this before? @319730 Have you tried signing in? If you are unsure on your password, this can be sent to you via ""request my password"" TY - Leighton @319730 Hi Sarah, Can you DM your name, address &amp; email address please? We can have a look into this for you. Ty - Tricia","The customer is complaining that the app not letting them to sign in or register and says they have already registered but they haven't done it before. The agent asked them that whether they forget the password if so they will send it via ""request my password"" and asked them dm their name, address.",0 days 04:19:26
bb80b2bbaeec639a4b0e99b34c556da6,"[1934365, 1934366, 1934368, 1934370]","{1934365: Timestamp('2017-10-29 07:59:36+0000', tz='UTC'), 1934366: Timestamp('2017-10-28 17:15:40+0000', tz='UTC'), 1934368: Timestamp('2017-10-29 12:47:28+0000', tz='UTC'), 1934370: Timestamp('2017-10-29 12:47:31+0000', tz='UTC')}","Just got home from our @Tesco shop and found this in our apples 🤦‍♂️ #badapple @Tesco What was found was a rotten Apple. Couldn't really get a better picture as it was leaking every where 😂 @575569 I'll also need products bar code and date are along with them previous details, so I can get this issue logged here internally. 2/3 @575569 With your permission I would be able to pass this back onto our supplier too. Thanks, James. 3/3",Customer is complaining about rotten apple. Agent requests for the date and barcode of the product and would pass back onto the supplier.,0 days 19:31:51
e37b8d01ec3a2b1e629f0a0fb424ff40,"[211064, 211065, 211068, 211073]","{211064: Timestamp('2017-10-04 18:06:57+0000', tz='UTC'), 211065: Timestamp('2017-10-04 18:16:56+0000', tz='UTC'), 211068: Timestamp('2017-10-04 17:47:00+0000', tz='UTC'), 211073: Timestamp('2017-10-04 17:36:49+0000', tz='UTC')}","@SpotifyCares If you turn on voiceover and try and activate a check box wiht vo plus space they don't activate. @165997 Got it. Does logging out &gt; restarting your phone &gt; logging back in to your account make a difference? /DV @165997 Alright. In that case, can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt @SpotifyCares Done, although I don't think that was needed. This is a #accessibility violation as  we are excluded from accessing that part of the app.",Customer is complaining about voiceover issue. Agent suggests to log in by restarting the device.,0 days 00:40:07
863d817188a0627df8effecc0ed66ba7,"[147612, 147615, 147617, 147619, 147621]","{147612: Timestamp('2017-11-24 10:57:58+0000', tz='UTC'), 147615: Timestamp('2017-11-22 08:44:58+0000', tz='UTC'), 147617: Timestamp('2017-11-22 04:42:53+0000', tz='UTC'), 147619: Timestamp('2017-11-22 08:14:18+0000', tz='UTC'), 147621: Timestamp('2017-11-22 04:34:28+0000', tz='UTC')}","@idea_cares @116331 still 2g network at the location from where I m tweeting @149553 Apologies for the trouble. Please share Idea mobile number and location details so we will look into it. Regards,Pradnya https://t.co/LBfZgLCSfr @idea_cares Location Kuchera, Rajasthan
This problem is since last 1.5 years not from today. Complaint made by many times but no resolved till date @149553 Thank you for sharing your contact details. Request you to share alternate number so we will get in touch with you. Regards,Pradnya https://t.co/LBfZgLUt6Z @idea_cares Thanks for your precious suggestion to try with Airtel and Vodafone in mobile network selection but as usual stucked with 2g only",Customer is complaining that there is a 2G network from where he is tweeting and since the issue is reporting from past 1.5 years it remains same yet. Agent apologised for the inconvenience and asked the customer to share contact number to assist better.,2 days 06:23:30
e1b39392b8bd7b40368fcd3d34ba1b62,"[261316, 261318, 261319, 261322]","{261316: Timestamp('2017-10-05 21:40:15+0000', tz='UTC'), 261318: Timestamp('2017-10-05 22:48:00+0000', tz='UTC'), 261319: Timestamp('2017-10-05 22:53:16+0000', tz='UTC'), 261322: Timestamp('2017-10-06 00:12:26+0000', tz='UTC')}",@AppleSupport the latest update 11 it's downright bug and my phone the touch no longer works i cant coming back to 10.3.3 @178220 Have you tried restarting your iPhone since you noticed this happening? @AppleSupport I have call the apple assistancebut they cant do anything they just told me wait new update ..... @178220 We'd like to look into this with you. Meet us in DM. https://t.co/GDrqU22YpT,The customer says he has updated the phone but the touchpad is no longer working after the update and says he has contacted apple support but they suggest to wait till next update. The agent asks whether the customer has tried after restarting the phone and suggests to meet them with DM.,0 days 02:32:11
6f05ba1b2c4d1cb2d1833a7086e852b5,"[374992, 374995, 375003]","{374992: Timestamp('2017-10-09 01:22:26+0000', tz='UTC'), 374995: Timestamp('2017-10-09 01:31:29+0000', tz='UTC'), 375003: Timestamp('2017-10-09 01:12:51+0000', tz='UTC')}","I don’t understand why some of my channels are missing, this has been going on for weeks and customer service been giving me the run around.  They basically told me I should pay for a technician, when this problem arrived when they upgraded my modem @115722 @VerizonSupport @204918 Have you had a chance to remove the coax and make sure it is undamaged and then reconnected tightly? ^RMD @204918 To see if there is something wrong with the box, swap two of the boxes and see if the problem stays with the box or the location.
^FEM",The customer is complaining that some of the channels are missing. The agent asked to swap two of the boxes and see the problem persists and if so asked to dm them+.,0 days 00:18:38
7eaa1aa15a6ad8563f63c5ba494a167d,"[2333901, 2333901, 2333904, 2333906]","{2333901: Timestamp('2017-11-13 13:19:42+0000', tz='UTC'), 2333904: Timestamp('2017-11-13 06:34:31+0000', tz='UTC'), 2333906: Timestamp('2017-11-12 22:36:53+0000', tz='UTC')}","@GWRHelp Hello, I've booked Super Off-Peak Return tickets but it doesn't seem to have included seat reservations. Can I add seats? @GWRHelp Great! 19.03 Paddington-Exeter Friday 17/11 and 16.01 Exeter-Paddington Sunday 19/11. Would prefer quiet coach, window, airline, facing forward. Thank you! @256391 Thanks Alice. We will book this for you now. Under the surname Beverton-Palmer? :) Rach",Customer is enquiring about Reserved return ticket of airline which she have not receive yet. Here agent is asking an apology and booking the seat with the customer name.,0 days 14:42:49
f39bbde69a350a5f417a0f2e816598db,"[976367, 976371, 976372, 1779175]","{976367: Timestamp('2017-10-11 19:04:35+0000', tz='UTC'), 976371: Timestamp('2017-10-11 18:29:03+0000', tz='UTC'), 976372: Timestamp('2017-10-11 17:59:46+0000', tz='UTC'), 1779175: Timestamp('2017-10-11 19:05:35+0000', tz='UTC')}","@Tesco in Ricoh Coventry will happily let bread go to waste rather than donate it. A full tray of expired bread, customers are still buying. https://t.co/JqWYpK0PBD @Tesco I informed the store manager, her response was very disappointing. I think she needs to take the issue more seriously rather than @351574 Hi, I'm really disappointed to hear that the manager didn't seem to take this very seriously. Can you please DM me some details? 1/3 @Tesco Will DM you",Customer is complaining about the expired bread but still buying by other customers. Agent updated to send the DM them with some details.,0 days 01:05:49
8c2185854a4a60f7abd7e684ef0cb4ba,"[391108, 391110, 391112]","{391108: Timestamp('2017-10-09 18:57:30+0000', tz='UTC'), 391110: Timestamp('2017-10-09 12:42:11+0000', tz='UTC'), 391112: Timestamp('2017-10-09 19:04:49+0000', tz='UTC')}",@NikeSupport where to submit bugs for recent #NRC app on AppleWatch #UX #Bug @NikeSupport Other Point: Actions behind buttons like #pause and #stop run seems to run on the same thread which causes UI to freeze for some msec @208606 Thanks for the feedback. Let's also have you uninstall the NRC app&gt; restart your Watch and iPhone&gt; reinstall&gt; test run. (1/2),Customer is questioning where to submit bugs for recent NRC app on Apple watch. Agent updates that they have passed the feedback along to their team.,0 days 06:22:38
391073363e905a8c5237a9f1766da810,"[455263, 455265, 455277, 455278]","{455263: Timestamp('2017-11-30 23:17:53+0000', tz='UTC'), 455265: Timestamp('2017-11-30 21:20:56+0000', tz='UTC'), 455277: Timestamp('2017-12-02 10:17:37+0000', tz='UTC'), 455278: Timestamp('2017-12-02 13:28:15+0000', tz='UTC')}","So obvious why @British_Airways  a #failing, T5 completely DEAD, more staff then passengers,  terrible customer service, &amp; still can't get on my plane even though it was not due to leave for 50min.
#NEVERagain #CEOfail #brexit https://t.co/PL5xOJBlvX @223071 Hi Thamin, if you arrived after check-in for your flight had closed we wouldn't be able to accept you for the flight. Even if the airport is quiet, check in times still need to be met. ^Natalie @British_Airways And for the record I wasn't asking you to hold a flight, the plane wasn't due to leave for 50min (and it was still delayed by 20min) @223071 Hi Thamin. It can depend on a lot of factors.  We appreciate you may not have been asking to hold the flight. If you're late to check in, there isn't any way for you to make the flight, even if the flight is delayed. We're sorry you remain disappointed with our response. ^Paul",The customer says that he would have been allowed for check in since he was delayed by only 5 minutes. The agent replies that any customer wouldn't be allowed for check-ins if arrived after check in is closed and it applies to all of their customers.,1 days 16:07:19
c7ee8d420628d5b1defb8c4427ef9fb1,"[1968080, 1968082, 1968083, 1968088]","{1968080: Timestamp('2017-10-31 14:28:23+0000', tz='UTC'), 1968082: Timestamp('2017-10-31 14:24:09+0000', tz='UTC'), 1968083: Timestamp('2017-10-31 14:23:08+0000', tz='UTC'), 1968088: Timestamp('2017-10-31 14:12:26+0000', tz='UTC')}",@GWRHelp our conductor David on the Taunton to Bristol line now is very jolly. Bless him. @GWRHelp He's a star! he described Bridgwater as breath takingly beautiful which of course its not but he made everyone in our carriage smile!!! @GWRHelp I'm on a side seat by door so I could see everyone smile. He's fantastic conductor and staff like this do you proud. @149439 Smashing! Thank you very much for sharing. I've just been in contact with his Manager to let them know about your praise. - Jordan,Customer is giving a great feedback to the conductor and sharing the good experience travelling from Taunton to Bristol. Agent is thankful tom the customer for sharing kind words and glad to inform to the manager.,0 days 00:15:57
92d64452f908f6d671d65ea22e6ccc7d,"[1227930, 1227931, 1230525]","{1227930: Timestamp('2017-10-16 01:00:11+0000', tz='UTC'), 1227931: Timestamp('2017-10-16 00:51:49+0000', tz='UTC'), 1230525: Timestamp('2017-10-16 01:14:38+0000', tz='UTC')}","@SouthwestAir Thanks for ditching sister in law and infant. Classy move delaying flight for an hour and not holding the connnection #nolove @408084 So sorry to hear of your family's troubles. Were they able to reach out to an Agent to get re-booked? ^MS @408084 Do you mind sending her confirmation number over in a DM, so we can take a closer look at what was going on? ^MS",Customer is complaining about the delay in flight for an hour and not holding any connection. Agent updates to send their confirmation number over in DM so that they can have a closer look into the issue.,0 days 00:22:49
975cb927e70e4ea536d96d719c125971,"[2178271, 2178273, 2178275, 2178276]","{2178271: Timestamp('2017-11-09 16:56:43+0000', tz='UTC'), 2178273: Timestamp('2017-11-09 17:05:17+0000', tz='UTC'), 2178275: Timestamp('2017-11-09 16:44:36+0000', tz='UTC'), 2178276: Timestamp('2017-11-09 17:18:23+0000', tz='UTC')}","@VirginAtlantic T1 I booked a flight with you, through @295797 I missed my flight due to an incident at Euston, Opodo say to get a refunds are only authorised + given by the airlines, ie you is this true? @638452 We wouldn't be able to authorise the refund. It would be subject to their ticket rules. ^J @VirginAtlantic To quote @295797  T1 ""  we would like to inform you that refunds are only
 authorized and made by airlines. These rules come from the airlines where Opodo lacks of responsibility +&gt; that any issue related to an irregularity in your flight is as a direct  result of the airline. @638452 We get this quite a lot. If they want a refund of this ticket they can request from their Virgin rep. ^J",Customer missed his flight needs  refund. Agent informs customer if he needs refund of his ticket they can request from their Virgin rep.,0 days 00:33:47
a9ff9f526b127537f97ef2f8affa655d,"[197059, 197059, 197063, 197063]","{197059: Timestamp('2017-10-05 14:31:00+0000', tz='UTC'), 197063: Timestamp('2017-09-29 19:06:43+0000', tz='UTC')}","@129913 Is there a way to improve the GPS accuracy of your NRC app? Mine are very off compared to prev versions of your app. Thanks! @162350 For best accuracy, we recommend holding your phone in your hand or in an armband. Go for another run and test it out.",Customer is complaining about the inaccuracy of GPS in the NRC app. Agent requests to test it out by holding the phone in hand or in an armband.,5 days 19:24:17
fd23b0b5d687a841e84f3753d23fda12,"[256113, 257290, 257938, 257940]","{256113: Timestamp('2017-10-05 18:35:02+0000', tz='UTC'), 257290: Timestamp('2017-10-05 19:28:50+0000', tz='UTC'), 257938: Timestamp('2017-10-05 19:57:09+0000', tz='UTC'), 257940: Timestamp('2017-10-05 20:27:17+0000', tz='UTC')}","@Delta @13180 gates c12 and 13 are a mess!  Boarding mix ups, no explanation for delays.  Please help!  #customerservice @176927 My info is showing the delay is due to an aircraft mechanical problem.  *TMT @176927 Hi, there. Please provide flight number, I'll gladly provide you with an update.  *AST @176927 DL5357 is Estimated to Depart at 5:00 PM. Would you like me to take a look at re-booking options for you?  *AST",The customer is asking about flight delay. The agent confronting the customer saying that there was a mechanical problem so the flight was delayed.,0 days 01:52:15
96859df1a6ada9175ea1bee5368dade7,"[1406943, 1406945, 1406948, 1406949, 1406955]","{1406943: Timestamp('2017-10-28 18:58:06+0000', tz='UTC'), 1406945: Timestamp('2017-10-28 17:56:48+0000', tz='UTC'), 1406948: Timestamp('2017-10-31 15:30:33+0000', tz='UTC'), 1406949: Timestamp('2017-10-31 16:15:12+0000', tz='UTC'), 1406955: Timestamp('2017-10-31 18:27:44+0000', tz='UTC')}",As I stood waiting for help...listened to a Wendy and an Indian lady rep berate peeps and give a FU answers! #delta Gate A3/Boston  @Delta @447020 Hello! I apologize for those agents. Delta strives to have high-value service this is what you should expect from us.  *TCC @Delta I’ve tried calling customer care and they aren’t accepting calls for customer complaints. Hmmm...interesting! @447020 I am truly sorry to hear this. Our Customer Care office may be experiencing higher than normal call volume at the time. You may also... 1/2 @447020 Hello. I see that you were communicating with my colleague previously. Please allow me just a few minutes to review your messages.   *HAN,Customer is complaining about customer service for not picking up the calls. Agents informed that during that time high call volume and asked to allow just few minutes to review the messages.,3 days 00:30:56
fb562a72b3d74875847f098f467a928a,"[1464775, 1464776, 1464777, 1464779, 1464781]","{1464775: Timestamp('2017-11-02 19:11:14+0000', tz='UTC'), 1464776: Timestamp('2017-11-02 19:14:08+0000', tz='UTC'), 1464777: Timestamp('2017-11-02 18:55:36+0000', tz='UTC'), 1464779: Timestamp('2017-11-02 19:25:20+0000', tz='UTC'), 1464781: Timestamp('2017-11-02 19:37:15+0000', tz='UTC')}","Hey @British_Airways why is your #android #app not letting me to cancel my booking? I'm logged in with my BA Executive Club credentials. https://t.co/ghODC7bTPX @153716 If you're the card holder, this should work. Could you DM the booking reference in question? ^Kimbers @British_Airways It worked from the desktop browser, but it doesn't work from the mobile app. The app opens manage my booking as web, hence the error. @153716 Understood, sorry about that. I've noted it's Android, I just need to know the type of phone you're using and the browser. Android 1/2 @153716 They've said that it may be something quite small in the booking which will throw it off and would like to check. 2/2 ^Kimbers",Customer is unable to cancel  booking from his android mobile. Agent informed customer that they will check on it.,0 days 00:41:39
636482d9d92de8747ef01fc11b84102c,"[1585085, 1585086, 1585095, 1585100, 1585101]","{1585085: Timestamp('2017-11-04 21:01:36+0000', tz='UTC'), 1585086: Timestamp('2017-11-04 15:12:58+0000', tz='UTC'), 1585095: Timestamp('2017-11-05 04:08:20+0000', tz='UTC'), 1585100: Timestamp('2017-11-06 07:01:48+0000', tz='UTC'), 1585101: Timestamp('2017-11-06 19:23:47+0000', tz='UTC')}","@115937 @115931 since your site is broken AND you seem to ignore your customers maybe we should do our XMAS shopping in @23295 #USA @AskeBay ""I'm committed"" to buy an item which I can't pay since the seller is not shipping to P.O. Boxes. I messaged him but he can't understand. @396544 The seller does have the option to block PO boxes in their shipping options: https://t.co/enJDV5F614. ^CM @AskeBay He keeps asking me to add a new address which I can't @396544 Thanks for doing that, George! I have replied with more info on your situation. Please check for this. ^BL",The customer is telling they wants to buy an item but the seller is not delivering to her address and he is asking to change her PO Box address which she can't. Agent is responding that the seller will not be having an option to block the PO Box and also informing that he have replied with more info on that issue.,2 days 04:10:49
ff62bac9f18e6282a76c53a839721baa,"[62706, 62707, 62708, 62709, 62710]","{62706: Timestamp('2017-11-01 21:42:22+0000', tz='UTC'), 62707: Timestamp('2017-11-01 21:45:23+0000', tz='UTC'), 62708: Timestamp('2017-11-01 21:37:35+0000', tz='UTC'), 62709: Timestamp('2017-11-01 21:53:22+0000', tz='UTC'), 62710: Timestamp('2017-11-01 21:52:52+0000', tz='UTC')}","This has to be the biggest inconvenience. Not to add it has been handled unprofessional @GWRHelp @130367 Hi Malika. Sorry to hear this. What journey are you making? Also, what service were you booked to travel on? Rach @GWRHelp Hi Rach I am waiting at Worcester Forgate currently. Myself, partner and sister were booked onto the 20:59 to London Paddington @130367 This train has been cancelled due to a train fault. My sincere apologies for the cancellation this evening. 1/2 Rach @130367 As you were delayed by over an hour you can claim compensation here: https://t.co/kZncdam7bx. 2/2 Rach",The customer says that the delay in the train has caused inconvenience to him and his family and says that he is waiting at Worcester Forgate currently. The agent asks what journey the customer was making and informs that the train has been cancelled due to train fault and suggest to claim compensation if the train is delayed by an hour.,0 days 00:15:47
ee92ce557644ab7590bd41f5e2a11fd6,"[2747356, 2747360, 2747361]","{2747356: Timestamp('2017-11-20 22:27:52+0000', tz='UTC'), 2747360: Timestamp('2017-11-20 21:21:00+0000', tz='UTC'), 2747361: Timestamp('2017-11-20 21:09:24+0000', tz='UTC')}","Idk if it’s @115858 or @115890 windows 10 but nothing I do will allow photos to transfer from my phone to my pc since 2 windows updates ago. 😡😡😡 @469033 We'd love to help! Are you trying to move these photos with iTunes, or iCloud? @AppleSupport Neither. Directly from the device with windows 10 option to import pictures, which has always worked until a few weeks ago...",Customer is complaining that they don't whether its windows 10 but it's not allowing to transfer photos from phone to their pc since 2 window updates. Agent updates to DM more about the issue so that they can look more into the issue to resolve it.,0 days 01:18:28
02df25c7e9073071b79d66e8800a696c,"[1573419, 1573421, 1573422, 1574152, 1574153]","{1573419: Timestamp('2017-11-04 14:15:00+0000', tz='UTC'), 1573421: Timestamp('2017-11-04 14:16:07+0000', tz='UTC'), 1573422: Timestamp('2017-11-04 14:08:02+0000', tz='UTC'), 1574152: Timestamp('2017-11-04 17:56:01+0000', tz='UTC'), 1574153: Timestamp('2017-11-04 17:54:00+0000', tz='UTC')}","Hi @idea_cares ,How long will it take to Switch from @7462 @484979 We would love to have you in Idea family. Please visit nearest Idea store for further assistance. Regards, Mahindra @idea_cares i already ported but they saying it will take 1 week to switch from @126031 @484979 As our executive have informed you already, we request you to wait for sometime. Regards, Mahindra 1/1 @484979 If your number doesn't get active in sometime, please write us back. Regards, Mahindra 1/2",Customer is enquiring about how long it will take to switch to idea network. Agent updated the customer to visit nearest idea store for further assist and also inform that if the number is does not get active please write us back.,0 days 03:47:59
ebfb59be654cfe3b24a82dbdcc1ba97e,"[1549643, 1549645, 1549648, 1549650]","{1549643: Timestamp('2017-11-04 02:52:30+0000', tz='UTC'), 1549645: Timestamp('2017-11-04 02:49:16+0000', tz='UTC'), 1549648: Timestamp('2017-11-04 02:47:59+0000', tz='UTC'), 1549650: Timestamp('2017-11-04 02:45:52+0000', tz='UTC')}","My iPhone 7 Plus is on 11.1 and iPhone X is 11.0.1 so it won’t restore from my backup. #strike1 #apple #iphonex #tmobile SIM card not activated so can’t do it over cellular. Tried hotspot 7Plus as before. Now it won’t work. Surface wouldn’t connect either @479660 Hey Jae, thanks so much for reaching out. Send us a DM if there's anything we can assist with :) *ChanneyT @479660 Hey! We can do pretty much NEthing except new acct actvtns. Hit me up here https://t.co/QHDTFHxSPu so we can check! *KrystnYogi",The customer says his iPhone 7 plus is on 11.1 and iPhone X is 11.0.1 so it won't restore from his backup and his SIM card not activated which can't be done over cellular. The agent asks to DM and says to contact them over a link provided by them to the customer.,0 days 00:06:38
27946f59608c56909f97488f0c3cabb9,"[2931237, 2931238, 2931239, 2931244, 2931247]","{2931237: Timestamp('2017-11-29 10:20:56+0000', tz='UTC'), 2931238: Timestamp('2017-11-29 07:12:31+0000', tz='UTC'), 2931239: Timestamp('2017-11-29 06:58:21+0000', tz='UTC'), 2931244: Timestamp('2017-11-30 03:17:25+0000', tz='UTC'), 2931247: Timestamp('2017-11-30 04:00:54+0000', tz='UTC')}","@AdobeCare I bought LR5 in July 2013, subscribed to CC in Nov 2013. Stopped CC last month, now I can't use develop mode in LR5. Any advice? @701061 Yes, you can use the LR5 if your machine is compatible to it &amp; the catalogue does not have backward rolling capability. ^Raj @701061 Hi Soren, If your subscription status if fine then, there is some permission issue with Adobe folders on your machine. Please refer the discussion related to this issue: https://t.co/BhWd1HdUcc Thanks. ^MG @AdobeCare Tried fixing it, and it asked for my serial number. Entered number from email and it says invalid. Logged into https://t.co/TjXcP1jO88 account page and it won't show me the serial number in the order. @701061 Would you mind private messaging your Adobe ID(Email) so that we can look into it. Thanks ^Raj https://t.co/iuwZCjz4Or","Customer enquires that he purchased LR5 in july 2013, subscribed to cc in nov 2013 and stopped cc last month but now he cannot use develop mode. Agent states that LR5 can be used if machine is compatible and also requests that they will message them to  Adobe ID(Email) for further assistance.",0 days 21:02:33
6b0ed7aadcedcc39b5a58827a3cf6f94,"[2843133, 2843133, 2843138, 2843140, 2843140]","{2843133: Timestamp('2017-11-27 17:16:15+0000', tz='UTC'), 2843138: Timestamp('2017-11-27 17:14:26+0000', tz='UTC'), 2843140: Timestamp('2017-11-27 17:10:16+0000', tz='UTC')}","@Delta I desperately need to get to Hawaii tonight! I leave tomorrow via U.S. Naval carrier and you keep changing my flights. Please help 💯 @Delta I also MUST have my luggage with me as I will be leaving in the am via Naval carrier (#Nimitz) @790984 I can get you on a flight with AS to Seattle, where you can connect to the rest of your flights. To reroute your luggage, it would be best to speak with an agent at the airport. *TBW",Customer is complaining about rescheduling of his flights and fears of missing his scheduled naval carrier journey. Agent assures to connect with the rest of the flight by getting customer on a flight to Seattle. Also states that would assist to reroute the luggage.,0 days 00:05:59
62cf5ca740795e25b85792a3e805515f,"[93600, 93601, 93602]","{93600: Timestamp('2017-11-30 17:06:27+0000', tz='UTC'), 93601: Timestamp('2017-11-30 15:34:29+0000', tz='UTC'), 93602: Timestamp('2017-11-30 15:08:07+0000', tz='UTC')}","I participated contest but Idid not found winners tobe announced anywhere. You said that winners will be announced on November 30 @115850 @120686 We will certainly help you with the details, Hemanth. Could you please confirm which contest you are referring to so that we can assist accordingly? ^PR @120686 The winner's list will be shared on our page. Kindly visit our page to check the winner details once results are out. ^RB",Customer is enquiring about winners list of oneplus 5T. Agent informed the customer that to visit their page to check the winner details once results are out.,0 days 01:58:20
22742496b2b9b62afb11b0f62cbe229c,"[2941937, 2941938, 2941942, 2941943]","{2941937: Timestamp('2017-11-29 14:14:00+0000', tz='UTC'), 2941938: Timestamp('2017-11-29 14:20:27+0000', tz='UTC'), 2941942: Timestamp('2017-11-29 13:59:00+0000', tz='UTC'), 2941943: Timestamp('2017-11-29 13:53:52+0000', tz='UTC')}","@AmazonHelp Hi, my prime delivery has been delayed for three days due to ‘external factors’. What does this actually mean? @812835 Hi, Chris! I'm really sorry your parcel has been delayed. It's our busiest time of year and unfortunately the carriers are struggling to keep up. This help link explains it better than I do: https://t.co/0J0Yrp5G3U  Did your tracking information update at all? ^SP @812835 Apologies, please report this to us here: https://t.co/JzP7hlA23B. ^JJ @AmazonHelp This just gets me back to customer services who say don’t know where parcel is and can’t help until Friday. So glad I pay for Prime!!",Customer is complaining about delayed delivery from 3 days. Agent states that it is the busiest time of the year and requests to report it over a provided URL.,0 days 00:26:35
f49e5d96dfd255e852cd8ad5f73fce29,"[917477, 917479, 917480, 917482, 917483]","{917477: Timestamp('2017-10-21 10:02:38+0000', tz='UTC'), 917479: Timestamp('2017-10-21 09:40:01+0000', tz='UTC'), 917480: Timestamp('2017-10-21 10:06:27+0000', tz='UTC'), 917482: Timestamp('2017-10-21 10:19:31+0000', tz='UTC'), 917483: Timestamp('2017-10-21 10:43:02+0000', tz='UTC')}","@UPSHelp UPS Belgium is terrible. Delivery planed for Thursday 19, shipped it to the wrong town twice and u tell me I've to wait Monday 23 ? @UPSHelp I called twice, Friday and today. They told me it couldn't be delivered today because warehouse is closed (WTF). I needed it 1/2 @337822 With the warehouse being closed there is nothing that we can do to override this and have the package delivered. ^QJ https://t.co/wKJHDXWGRQ @337822 If the shipper did not request a Saturday delivery and the package is in warehouse it will not move until the next business day. @UPSHelp Of course it didn't request that because the delivery was scheduled for Thursday and you sent it to the wrong address twice !",Customer complaints on product shipped to wrong address. Agent ask the customer to DM for further assistance.,0 days 01:03:01
3483589fbb61f88e8b729adb98e4daf9,"[2894074, 2894074, 2894075, 2894076, 2894077, 2894079]","{2894074: Timestamp('2017-11-28 15:43:20+0000', tz='UTC'), 2894075: Timestamp('2017-11-28 16:45:32+0000', tz='UTC'), 2894076: Timestamp('2017-11-28 15:41:32+0000', tz='UTC'), 2894077: Timestamp('2017-11-28 16:49:47+0000', tz='UTC'), 2894079: Timestamp('2017-11-28 17:08:16+0000', tz='UTC')}","@Delta You were right, nice flight.  I got a problem though!  While in the plane with my carryon, the flight attendant slammed the over he'd door on the handle and broke my carryon! @525295 Oh, no! I am so disappointed to hear that. It is best to take the damaged bag to our Baggage Service Office and have them review the damages. *AJL @Delta Is there a way to do it any other way?  I landed at midnight in Pittsburgh and nothing was open!  Thank you for your quick response though! @525295 Regretfully, the airport Baggage Services has to make a report and document damages to make sure that this gets taken care of. This would be the only place that could do it. *TBW @525295 Hi Andy, I am so sorry. You can also file online as well.  We do need to know the purchase price, the age of the bag and a description of the damage. You could upload a picture Please use this link to our website. https://t.co/fPLXqv8KGq Thank you. *TJM",Customer is complaining about  flight door handle broken his carryon. Agent is replying that take a damaged bag to baggage service as  they will review the damages.,0 days 01:26:44
a519f99c844f52a2d5feb2fc245500a7,"[847975, 847975, 847978, 847979, 847981]","{847975: Timestamp('2017-10-20 14:38:26+0000', tz='UTC'), 847978: Timestamp('2017-10-21 00:05:40+0000', tz='UTC'), 847979: Timestamp('2017-10-21 01:22:54+0000', tz='UTC'), 847981: Timestamp('2017-10-20 06:15:50+0000', tz='UTC')}","@AirAsiaSupport Reschedule is fine, but is there earlier flight from Perth than 4.30pm? @321531 Hi, kindly provide us with the preferred flight as there's 06:50 and 11:35. Do let us know which would you prefer. Thanks - Ed @321531 You may check the availability at https://t.co/z9KZ1UgVon and provide the request here. There are few options to choose. -Miza @AirAsiaSupport After seeing options, decided not to change anything, anything need to be done on my end?","Customer wants to reschedule the flight from Perth to earlier flights than 4:30 pm. Agent states about other flights between 6:50 and 11:35, and requests to check the availability by sharing an URL.",0 days 19:07:04
7b1695d426fafa2765b01e2fb73dda0d,"[562079, 562079, 562081]","{562079: Timestamp('2017-12-02 23:08:21+0000', tz='UTC'), 562081: Timestamp('2017-12-01 18:22:06+0000', tz='UTC')}",.@117473 in con mode again. A company that deserves to go bust. Awful service. Give me my money. @251540 We're sorry to hear that. We'd love to see what options we have to help out. Please send us a DM with the email address registered to your PayPal account and some details of how we can help. ^TM,"Customer is complaining about the service. Agent updated the customer to DM with email address,some details of what's going on and what options they can help out.",1 days 04:46:15
14b2755e9cf7e4cdee411a91a7246118,"[821359, 821360, 821363, 821365]","{821359: Timestamp('2017-10-12 23:40:02+0000', tz='UTC'), 821360: Timestamp('2017-10-12 20:31:59+0000', tz='UTC'), 821363: Timestamp('2017-10-13 02:26:12+0000', tz='UTC'), 821365: Timestamp('2017-10-24 11:57:21+0000', tz='UTC')}","@British_Airways My partner booked a return flight, did not go on the outward journey and now can't check in on her flight back, plse help @British_Airways That's rubbish, she has paid for her flights. There was an emergency and she had to fly out earlier with a different carrier due to cost. @315643 order they're sold to you.  If you fail to do so, then it will be registered as a no show and the return leg is automatically (2/3) @315643 Once a return ticket is sold, it must be used as a return, not a one way ticket, I'm afraid. We're sorry for your poor experience.^LW",Customer is complaining about not being able to use the ticket for return journey. Agent states that it gets cancelled if the onward journey has not made.,11 days 15:25:22
